id,level,expression,reading,meaning_en,meaning_zh,tags,source_guid,source
jlpt-n2-0995,N2,青少年,せいしょうねん,"youth, young person",青少年,JLPT JLPT_2,oKbcQZhJf7,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0996,N2,整数,せいすう,integer,整数,JLPT JLPT_2,BFz!&|OKKj,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0997,N2,清掃,せいそう,cleaning,清扫，打扫,JLPT JLPT_2,eetChqGb=_,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0998,N2,生存,せいぞん,"existence, being, survival",生存,JLPT JLPT_2,tV]CHeber1,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0999,N2,生長,せいちょう,growth (of a plant),生长（植物）,JLPT JLPT_2,s0(03oa~>J,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1000,N2,政党,せいとう,(member of) political party,政党,JLPT JLPT_2,P>9hhdscC!,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1001,N2,生年月日,せいねんがっぴ,date of birth,出生日期,JLPT JLPT_2,l/2yLDI$!q,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1002,N2,性能,せいのう,"ability, capability",性能,JLPT JLPT_2,zR:(P@rWk;,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1003,N2,整備,せいび,"maintenance, overhaul",维修；保养,JLPT JLPT_2,dN1Ziz6*}J,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1004,N2,成分,せいぶん,"ingredient, component, composition",成分,JLPT JLPT_2,w)S(-qI7pB,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1005,N2,性別,せいべつ,"sex, gender",性别,JLPT JLPT_2,gR@>7DZ?XN,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1006,N2,正方形,せいほうけい,square,正方形,JLPT JLPT_2,y)<J<%Cv$W,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1007,N2,正門,せいもん,"main gate, main entrance",正门；大门,JLPT JLPT_2,u>U|#l*q{k,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1008,N2,成立,せいりつ,"formation, establishment, completion",成立；通过；实现,JLPT JLPT_2,z!=6/+)ChY,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1009,N2,西暦,せいれき,"Christian Era, after (Christ’s) death (A.D.)",公历,JLPT JLPT_2,x`#%RAey^1,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1010,N2,背負う,せおう,to be burdened with; to carry on (one's) back or shoulder(s),背负；承担,Intermediate_Japanese_Ln.14 JLPT_2 JLPT Intermediate_Japanese,o17[rZC/J[,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1011,N2,赤道,せきどう,equator,赤道,JLPT JLPT_2,r2/#Bsz}<,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1012,N2,折角,せっかく,"with trouble, at great pains, long-awaited",好不容易；特意,JLPT JLPT_2,"dK?:fG/l-,",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1013,N2,接近,せっきん,"getting closer, drawing nearer, approaching",接近；靠近,JLPT JLPT_2,K^7JJPIGCs,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1014,N2,接する,せっする,to attend to (someone); to associate with,接触；接待；对待,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,P=&0U%h+V.,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1015,N2,せっせと,せっせと,"busily, away",不停地；勤奋地,JLPT JLPT_2,r%5r#-`-m],jamsinclair/open-anki-jlpt-decks
jlpt-n2-1016,N2,接続,せつぞく,"connection, union, join, link; changing trains",连接；换乘,JLPT JLPT_2,z>djSMK(A7,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1017,N2,瀬戸物,せともの,"earthenware, crockery, china",陶瓷器,JLPT JLPT_2,PMP|wB-k4/,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1018,N2,ぜひとも,ぜひとも,by all means (with sense of not taking 'no' for an answer),务必；一定,JLPT JLPT_2,A3Jbimizm0,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1019,N2,迫る,せまる,"to draw near, to press",迫近；逼近；紧迫,JLPT JLPT_2,dn?%4*`.$=,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1020,N2,ゼミ,ゼミ,seminar,研讨会；讨论课,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,lX$<5j-;VY,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1021,N2,せめて,せめて,at least,至少,JLPT JLPT_2,"qY`,)^Uzza",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1022,N2,攻める,せめる,"to attack, to assault, to assail",攻击；进攻,JLPT JLPT_2,j:1<3/Aj|u,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1023,N2,セメント,セメント,cement,水泥,JLPT JLPT_2,gZo}Y#TRA.,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1024,N2,台詞,せりふ,"speech, words, one's lines, remarks",台词,JLPT JLPT_2,p!R4:?$J5a,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1025,N2,栓,せん,"stopper, cork, stopcock",塞子；龙头,JLPT JLPT_2,GIQJL!C!u[,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1026,N2,前～,ぜん～,"former, late ~, past ~",前……（表示以前的、前任的等）,JLPT JLPT_2,uziw.|&}u],jamsinclair/open-anki-jlpt-decks
jlpt-n2-1027,N2,前後,ぜんご,"front and back, before and after",前后；左右，上下（表示大概的数量）,JLPT JLPT_2,P60vZ%@rQX,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1028,N2,洗剤,せんざい,"detergent, cleanser, cleaning agent, washing material",洗涤剂,JLPT JLPT_2,xPk5/(8H&C,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1029,N2,全集,ぜんしゅう,complete works,全集,JLPT JLPT_2,B?uUGxee6},jamsinclair/open-anki-jlpt-decks
jlpt-n2-1030,N2,全身,ぜんしん,"whole (body), full-length (e.g., portrait) systemic",全身,JLPT JLPT_2,edKjYQQik|,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1031,N2,扇子,せんす,folding fan,折扇,JLPT JLPT_2 Genki_Ln.20 Genki,EF=fq2c-JO,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1032,N2,専制,せんせい,"despotism, autocracy",专制,JLPT JLPT_2,OL%g_RLZ1k,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1033,N2,先々月,せんせんげつ,month before last,上上个月,JLPT JLPT_2,"zJ$.J8%d%,",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1034,N2,先々週,せんせんしゅう,2 weeks before,上上周,JLPT JLPT_2,mB4QnlMrv3,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1035,N2,先祖,せんぞ,ancestor,祖先,JLPT JLPT_2,F0U>k-OIq$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1036,N2,先端,せんたん,"pointed end, tip",尖端,JLPT JLPT_2,Q`_+]v?+=0,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1037,N2,センチ,センチ,centimeter,厘米,JLPT JLPT_2,inl%VC*Led,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1038,N2,宣伝,せんでん,"publicity, advertisement, advertising, propaganda",宣传；广告,JLPT JLPT_2,G}7n;$pW3b,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1039,N2,先頭,せんとう,"head, lead, vanguard",先头；最前列,JLPT JLPT_2,h9$H7YGNw$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1040,N2,全般,ぜんぱん,"(the) whole, general",全体；全面,JLPT JLPT_2,KNd2446a(;,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1041,N2,扇風機,せんぷうき,electric fan,电风扇,JLPT JLPT_2,bRk!KDE*$7,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1042,N2,洗面,せんめん,"wash up (one's face), have a wash",洗脸,JLPT JLPT_2,C?dX|!4c7/,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1043,N2,全力,ぜんりょく,"all one's power, whole energy",全力；竭尽全力,JLPT JLPT_2,j*AhcD}311,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1044,N2,線路,せんろ,"line, track, roadbed",线路；铁轨,JLPT JLPT_2,mq#-qSUuS*,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1045,N2,総～,そう～,"gross, general, entire",总…（前缀，表示全部、总和）,JLPT JLPT_2,cSEd3l5jK<,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1046,N2,相違,そうい,"difference, discrepancy, variation",差异；不同,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,zqQS?TR@WS,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1047,N2,そういえば,そういえば,which reminds me ..,这么说来；说起来,JLPT JLPT_2,eo>F02B%a],jamsinclair/open-anki-jlpt-decks
jlpt-n2-1048,N2,雑巾,ぞうきん,"house-cloth, dust cloth",抹布,JLPT JLPT_2,r*{8DR<J4`,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1049,N2,増減,ぞうげん,"increase and decrease, fluctuation",增减；波动,JLPT JLPT_2,l(r&I9gZ<B,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1050,N2,倉庫,そうこ,"storehouse, warehouse",仓库,JLPT JLPT_2,w}}hNBPyr),jamsinclair/open-anki-jlpt-decks
jlpt-n2-1051,N2,相互,そうご,"mutual, reciprocal",相互；彼此,JLPT JLPT_2,nR3lCT=~I%,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1052,N2,創作,そうさく,"production, creation, work",创作；创造,JLPT JLPT_2,PNw/q-z>l3,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1053,N2,葬式,そうしき,funeral,葬礼,JLPT JLPT_2,Gbn]K/&TX&,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1054,N2,造船,ぞうせん,shipbuilding,造船,JLPT JLPT_2,LyK0zsx!O1,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1055,N2,騒々しい,そうぞうしい,"noisy, boisterous",吵闹的；喧闹的,JLPT JLPT_2,cTG!~COW$P,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1056,N2,増大,ぞうだい,"increase, growth",增大；增加,JLPT JLPT_2,K:CEKV:9VX,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1057,N2,そうっと,そうっと,"softly, cautiously, gently",悄悄地；轻轻地,JLPT JLPT_2,vd>M3|]yht,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1058,N2,送別,そうべつ,"farewell, send-off",送别,JLPT JLPT_2,"y,Tk;$&@x}",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1059,N2,草履,ぞうり,Japanese sandals (footwear),日式凉鞋,JLPT JLPT_2,xD#*1}`sY?,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1060,N2,総理大臣,そうりだいじん,Prime Minister,总理大臣；首相,JLPT JLPT_2,wr`qCug{r4,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1061,N2,送料,そうりょう,"postage, carriage",邮费；运费,JLPT JLPT_2,D?;^6Pv:]&,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1062,N2,属する,ぞくする,"to belong to, to come under",属于；归属,JLPT JLPT_2,i1]:]E>_bU,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1063,N2,続々,ぞくぞく,"successively, one after another",陆续；接连不断,JLPT JLPT_2,hivME8/#WP,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1064,N2,速達,そくたつ,"express, special delivery",快信；快递,JLPT JLPT_2,v{{[}K0EMQ,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1065,N2,測定,そくてい,measurement,测量；测定,JLPT JLPT_2,Qp_^G4NnHY,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1066,N2,測量,そくりょう,"measurement, surveying",测量；勘测,JLPT JLPT_2,N?XK_R(gNy,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1067,N2,速力,そくりょく,speed,速度,JLPT JLPT_2,yC0f;tqC:X,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1068,N2,素質,そしつ,"talent, capability",素质；天资,JLPT JLPT_2,i~_:B9s_i],jamsinclair/open-anki-jlpt-decks
jlpt-n2-1069,N2,祖先,そせん,ancestor(s),祖先,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,uEOVA+$QA-,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1070,N2,そそっかしい,そそっかしい,"careless, thoughtless",粗心大意；冒失,JLPT JLPT_2,lH2m/7jTDk,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1071,N2,卒直,そっちょく,"frank, candid, honest",坦率；直率,JLPT JLPT_2,gGu?|m4th^,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1072,N2,率直,そっちょく,"frank, candid, straightforward, openhearted, direct, outspoken",坦率；直率,JLPT JLPT_2,zP0+k&2Oo$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1073,N2,そのころ,そのころ,"in those days, at that time, then",那时；当时,JLPT JLPT_2,h3oBLD<m4a,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1074,N2,そのため,そのため,"hence, for that reason",因此；所以,JLPT JLPT_2,m^MU-Y@MNe,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1075,N2,その他,そのほか,besides,其他；其余,JLPT JLPT_2,IwQj+]fL.2,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1076,N2,そば,そば,soba (buckwheat noodles),荞麦面条,JLPT JLPT_2,ww?mb~cU}r,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1077,N2,剃る,そる,to shave,剃；刮,JLPT JLPT_2,nRAd^[5pD1,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1078,N2,それなのに,それなのに,"though, although",尽管如此；然而,JLPT JLPT_2,k+B-<2c#Pu,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1079,N2,それなら,それなら,"If that's the case..., If so..., That being the case...",那么；如果是那样的话,JLPT JLPT_2,tEgCn;#W+`,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1080,N2,それはいけませんね (かん),それはいけませんね (かん),that's not good,那可不好啊；那可不妙,JLPT JLPT_2,t8:jf{Ldnz,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1081,N2,逸れる,それる,"to stray (turn) from subject, to go astray",离题；偏离,JLPT JLPT_2,P^@I_Rocse,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1082,N2,揃える,そろえる,"to collect, to gather, to get together, to complete (a collection) to arrange, to put in order, to prepare, to get ready to make uniform, to make even, to match",备齐；整理；使一致,JLPT JLPT_2,"eIvmG2@,}C",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1083,N2,算盤,そろばん,abacus,算盘,JLPT JLPT_2,jX~`V;cedM,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1084,N2,存じる,ぞんじる,(humble) to know,（自谦）知道,JLPT JLPT_2,Aym5:5*IUD,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1085,N2,存ずる,ぞんずる,(humble) to know,（自谦）知道,JLPT JLPT_2,MsmBGs6}hD,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1086,N2,損得,そんとく,"loss and gain, advantage and disadvantage",得失；利害,JLPT JLPT_2,x~apBZA1n:,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1087,N2,第～,だい～,~th,（前缀）第……（表示顺序）,JLPT JLPT_2,kbFu6B=v;g,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1088,N2,タイア,タイア,"tire, tyre",轮胎,JLPT JLPT_2,42m3.zlHb,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1089,N2,だいいち (とりわけ),だいいち (とりわけ),"first, foremost,&nbsp;&nbsp;#1",首先；尤其,JLPT JLPT_2,sS|Rl>y(P~,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1090,N2,大学院,だいがくいん,graduate school,研究生院,Genki_Ln.16 JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.1 Genki,k|Ws#.@Z(?,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1091,N2,大工,だいく,carpenter,木匠,JLPT JLPT_2,HUM8bf&^L-,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1092,N2,体系,たいけい,"system, organization",体系；系统,JLPT JLPT_2,I*QRaBQl@l,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1093,N2,太鼓,たいこ,"drum, tambourine",鼓（日本鼓）,JLPT JLPT_2,wz3E+65(~&,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1094,N2,対策,たいさく,"counter-plan, counter-measure",对策；应对措施,JLPT JLPT_2,GGGQEDkEUY,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1095,N2,大して,たいして,"(not so) much, (not) very",（后接否定）并不那么；并不怎么,JLPT JLPT_2,"u,Waa>(/*g",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1096,N2,対照,たいしょう,"contrast, antithesis, comparison",对照；对比,JLPT JLPT_2,n>fKKV=_7/,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1097,N2,大小,だいしょう,size,大小,JLPT JLPT_2,nI5$isC-V|,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1098,N2,体制,たいせい,"order, system, structure",体制,JLPT JLPT_2,Dn9.|Ri$s|,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1099,N2,体積,たいせき,"capacity, volume",体积,JLPT JLPT_2,u*y*LZ`?*U,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1100,N2,大層,たいそう,"very much, greatly",很；非常,JLPT JLPT_2,w>w}K&}qSs,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1101,N2,体操,たいそう,"gymnastics, physical exercises, calisthenics",体操；健身操,JLPT JLPT_2,"Av($>5,YT@",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1102,N2,大分,だいぶん,"considerably, greatly, a lot",相当；非常,JLPT JLPT_2,BIv*|D!}u.,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1103,N2,大木,たいぼく,large tree,大树,JLPT JLPT_2,ChcUad;Yr=,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1104,N2,題名,だいめい,"title, caption, heading",标题；题目,JLPT JLPT_2,piMdjCN@h},jamsinclair/open-anki-jlpt-decks
jlpt-n2-1105,N2,代名詞,だいめいし,pronoun,代词,JLPT JLPT_2,"l##{!5f,2T",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1106,N2,ダイヤグラム,ダイヤグラム,diagram,图表；示意图,JLPT JLPT_2,iaafymmrCe,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1107,N2,ダイヤモンド,ダイヤモンド,diamond,钻石,JLPT JLPT_2,i=C9?(aW#r,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1108,N2,ダイヤル,ダイヤル,dial,拨号盘；刻度盘,JLPT JLPT_2,utE>l/p-3-,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1109,N2,対立,たいりつ,"confrontation, opposition, antagonism",对立；冲突,JLPT JLPT_2,"Ncc,Acum~c",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1110,N2,田植え,たうえ,rice planting,插秧,JLPT JLPT_2,OgO</<`l`b,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1111,N2,絶えず,たえず,constantly,不断地；经常,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,pW;2y7R<mV,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1112,N2,楕円,だえん,ellipse,椭圆,JLPT JLPT_2,P}wFC7s?&j,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1113,N2,高める,たかめる,"to raise, to lift, to boost, to enhance",提高；增强,JLPT JLPT_2,hpSUACwJv[,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1114,N2,耕す,たがやす,"to till, to plow, to cultivate",耕作,JLPT JLPT_2,"xA,3MUb6~T",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1115,N2,滝,たき,waterfall,瀑布,JLPT JLPT_2,"ohAHw^26T,",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1116,N2,蓄える,たくわえる,"to save, to store, to lay in stock",储存；储备；积蓄,JLPT JLPT_2,m.Z{vIv259,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1117,N2,竹,たけ,bamboo,竹子,JLPT JLPT_2,w4_>96h/eO,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1118,N2,ただいま,ただいま,"Here I am, I'm home!",我回来了（回家时的寒暄）,JLPT JLPT_2,p|S.`7CI}c,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1119,N2,但し,ただし,"but, however, provided that",但是；不过；条件是,JLPT JLPT_2,nIm>W;=6s~,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1120,N2,畳む,たたむ,"to fold (e.g., clothes, umbrella)",折叠（衣物等）；合上（伞等）,JLPT JLPT_2,OvXN(wM:bA,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1121,N2,立ち止まる,たちどまる,"to stop, to halt, to stand still",停下脚步；止步,JLPT JLPT_2,B95OXSZO5r,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1122,N2,たちまち,たちまち,"instantly, suddenly, all at once",立刻；转眼间；突然,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,"f|EvU~_,t!",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1123,N2,建つ,たつ,"to be erected, to be built",建成；盖起（建筑物）,JLPT JLPT_2,"M!q;te,)Kq",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1124,N2,脱線,だっせん,"derailment, digression",脱轨；偏离（话题等）,JLPT JLPT_2,HD(zBG2%H),jamsinclair/open-anki-jlpt-decks
jlpt-n2-1125,N2,妥当,だとう,"proper, appropriate",妥当；适当；合理,JLPT JLPT_2,JHO!PQp^-#,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1126,N2,例える,たとえる,"to compare, to liken",比喻；把……比作,JLPT JLPT_2,b.^|xu(Lu=,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1127,N2,頼もしい,たのもしい,"reliable, promising",可靠的；靠得住的；有望的,JLPT JLPT_2,d|t<2zx{AN,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1128,N2,足袋,たび,"tabi, Japanese socks (with split toe)",日式分趾袜,JLPT JLPT_2,i9JA;qWI*S,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1129,N2,ダブル,ダブル,double,双；双重；双倍,JLPT_1 JLPT JLPT_2,n5sGaL[nrJ,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1130,N2,ダム,ダム,dam,水库；大坝,JLPT JLPT_2,lwjw.sbO3t,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1131,N2,溜息,ためいき,a sigh,叹气；叹息,JLPT JLPT_2,M{mrZXe(xA,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1132,N2,ためらう,ためらう,to be hesitant,犹豫；踌躇,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,G;FUJQ+<&I,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1133,N2,だらしない,だらしない,"slovenly, loose, a slut",邋遢；散漫；不检点,JLPT JLPT_2,y)zumMnB[a,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1134,N2,足る,たる,"to be sufficient, to be enough",足够；值得,JLPT JLPT_2,f=F6.jTK0j,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1135,N2,短～,たん～,short ~,短……（前缀）,JLPT JLPT_2,zZ~;hL0?5C,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1136,N2,段階,だんかい,"gradation, grade, stage",阶段；等级；步骤,JLPT JLPT_2,jG]K@ghVXd,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1137,N2,短期,たんき,short term,短期,JLPT JLPT_2,q<4V7>Q;K[,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1138,N2,炭鉱,たんこう,"coal mine, coal pit",煤矿,JLPT JLPT_2,k;/>)mhS{3,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1139,N2,短所,たんしょ,"defect, weak point; disadvantage",缺点；短处,JLPT JLPT_2,H{`G1#jtpf,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1140,N2,たんす,たんす,chest of drawers,衣柜；抽屉柜,JLPT JLPT_2,m~G#CLkml),jamsinclair/open-anki-jlpt-decks
jlpt-n2-1141,N2,淡水,たんすい,fresh water,淡水,JLPT JLPT_2,qe4&W^T?1T,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1142,N2,断水,だんすい,water outage,停水；断水,JLPT JLPT_2,i;K5<cgucK,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1143,N2,単数,たんすう,singular (number),单数（语法中的单数形式）,JLPT JLPT_2,l])jQ./Ree,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1144,N2,団地,だんち,housing complex,住宅区；小区（常指公寓楼群）,JLPT JLPT_2,gOlbcdBj<$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1145,N2,断定,だんてい,"conclusion, decision",断定；判断,JLPT JLPT_2,A$|V(|!0O8,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1146,N2,短編,たんぺん,"short (e.g., story, film)",短篇（指小说、电影等）,JLPT JLPT_2,bU~DAA@V)_,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1147,N2,田ぼ,たんぼ,"paddy field, farm",稻田；水田,JLPT JLPT_2,muOiSP8NL>,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1148,N2,誓う,ちかう,"to swear, to vow",发誓；宣誓,JLPT JLPT_2,MT!|3=)2Nd,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1149,N2,地下水,ちかすい,underground water,地下水,JLPT JLPT_2,p4eK+EuKD%,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1150,N2,近々,ちかぢか,"soon, before long",不久；即将,JLPT JLPT_2,z!thddh444,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1151,N2,近付ける,ちかづける,"to bring near, to put close, to let come near",使靠近；拉近（距离）,JLPT JLPT_2,"tY,9|Y-dCA",jamsinclair/open-anki-jlpt-decks
jlpt-n2-1152,N2,近寄る,ちかよる,"to approach, to draw near",接近；靠近,JLPT JLPT_2,PADniz;h7y,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1153,N2,力強い,ちからづよい,"powerful, strong, vigorous",强有力；可靠,JLPT JLPT_2,esKt]N.[nn,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1154,N2,ちぎる,ちぎる,"to cut up fine, to pick (fruit)",撕碎；掐；摘取,JLPT JLPT_2,n1$55xxJH),jamsinclair/open-anki-jlpt-decks
jlpt-n2-1155,N2,地質,ちしつ,geological features,地质,JLPT JLPT_2,OY*f%Q>2A{,jamsinclair/open-anki-jlpt-decks
jlpt-n2-1156,N2,知人,ちじん,"friend, acquaintance",熟人；相识,JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,yhSeK?G|5o,jamsinclair/open-anki-jlpt-decks
